player_name,classification,white_score,dominant_race,headshot_url
darrion daniels,white,57.14,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ufknlgpbtctzc74vmnhl"
darryl johnson,nonwhite,19.32,latino hispanic,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yhmqdkguwvfgpl8jrh6z"
dashaun mallory,nonwhite,46.32,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iefjsbvls06s84ndkr8m"
david agoha,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ehtavoyvgkypnbng6j8j"
david bada,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/k6u5aso9d9zm47ur0hnr"
david ebuka agoha,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uvcrgiyae9cfjlu4m1wv"
david irving,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/odrgo5owuqr5ywqvbenu"
david moa,nonwhite,6.53,latino hispanic,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n95d4esakuqldwgt1i3v"
david olajiga,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/frjxco4b18t7ndwnulq2"
david perales,nonwhite,27.46,latino hispanic,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/evwnp2xaiyxkbfcrwu13"
daviyon nixon,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cnqhpb8cuqfiladbnj0l"
davon godchaux,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ggliw5fteiagipksotkk"
davon hamilton,nonwhite,0.06,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ncq2nx5rlstdnbaokw76"
davonte lambert,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nkuptt15ixhki0simlhe"
dawuane smoot,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gmwsx9fddqfaqsm6dx0a"
daylon mack,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ck5lrtlvbaxr9imohqsy"
dayo odeyingbo,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/h0brx6vrdusdxl6fkxgv"
de'shaan dixon,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ynwxctfkmaia3ckr3rwu"
deadrin senat,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sucwsbeicdiplgr73tay"
deatrich wise,nonwhite,0.37,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kmshfa3dfehklgdh1lrk"
dee ford,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wn2xowqkaphzrq6bkqk9"
delontae scott,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/avqwy4ruedlxmygcgkyf"
demarcus christmas,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rk5nsmptqc4tgut1tydk"
demarcus lawrence,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dqcbiti9q92w9uawqxom"
demarvin leal,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gqsxinwxry4uggkdd90r"
demetrius taylor,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jmck8fk0ntrr0qg419gl"
demone harris,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qmtokbfamxko3jn5qpou"
denico autry,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/avrrswmjrzes0ggi3bsg"
denzel daxon,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/aoysgjnnwlaujhqspxds"
deone walker,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/okadfq0bsl9zdsmsfemw"
derrick brown,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nneryzn7ehs21yeed5ny"
derrick harmon,nonwhite,0.09,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mi9zx7s8bmnyscpo1jmg"
derrick mclendon,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hljzgmhhji9ioelyz3sf"
derrick tangelo,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ul6mo8ieuenxl9jlrwrf"
deshawn williams,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oomwiwcodj3uwrbd4bug"
desjuan johnson,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/daqugeefmqpj99qzpjmh"
deslin alexandre,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zemmnuse9rusa4h4u5uh"
desmond evans,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nydluznoi3g7sc04we1k"
desmond little,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/puikbetjed3jtqlur2be"
desmond watson,nonwhite,0.44,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/k1xw7yxihhxn5tsoubmt"
devaroe lawrence,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bxrnd95o9gwajgoh6z6u"
devere levelston,nonwhite,0.02,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y0zedttvf3pliphgqgqh"
devonta davis,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y8shz2bi2ryfnnrvxurd"
devonte wyatt,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/p1oupvtm9kcm0wpuhape"
dewayne carter,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kvvk49few3r68c7xl2xy"
dexter lawrence,nonwhite,0.24,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/t204hku4pnzartvixi2m"
deyon sizer,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y2pnmpx0o5ibpdqlvduy"
dj coleman,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lj7wxp3ofnlkvnansw0s"
dj davidson,nonwhite,8.76,latino hispanic,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qnrdocqxvfswgpfdskkp"
dj reader,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gbbbyrh2pgibo9w8ahd6"
domenique davis,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gayl29r5omopbfz7mzsx"
dominique robinson,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ces5sntijczc3q0pabay"
donovan ezeiruaku,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/p01praffl9gjoogdgaq8"
dontavius russell,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qv471mrekhk5c9lkn5pr"
doug costin,nonwhite,14.76,latino hispanic,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/inalxvsxaye8jkf4ocrr"
drake jackson,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z0rbarktd2j64zhoav02"
dre'mont jones,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tfkjcyycf2wcwb87ddjw"
durell nchami,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/arq8u512zcrrr9nyqjln"
durrell johnson,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y7nfmy569ih09vq0cntt"
durval queiroz,white,83.88,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u7r7mvyn1zjs0yyagcnw"
dvon j-thomas,nonwhite,0.55,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/toazcmghxcnhdtkmwwrh"
dylan horton,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ocqc1uhsjinyou8klloj"
earnest brown,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hgmehcvwhxtnr4n6vuro"
earnest brown iv,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nqyyjsk3zyn0t7lttprh"
ed oliver,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wqmheiax6xnk7pvcdzav"
eddie vanderdoes,white,56.96,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/j0flmxtygmxxboev0es1"
efe obada,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i5zeos5e8jhwupjnlsri"
eli ankou,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vo3rcoaq6owinjqnlzis"
elijah chatman,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cal1mv8sgmirpeamwt40"
elijah garcia,nonwhite,4.73,asian,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mdhtfrrfmfeop2secu2c"
elijah qualls,nonwhite,30.94,latino hispanic,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jjnaydu3vo5wxpav0s07"
elijah roberts,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wbr8dtnyw18fpq6tt7lh"
elijah simmons,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ilbr68buxdmb4lk0pa0h"
elijah williams,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/otbqrjttpts6xctkdzez"
emmanuel ogbah,white,51.2,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uaj08gf9lrokgxgrbgcn"
eric banks,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jzkghwf9s5hngddkenon"
eric gregory,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ycfbf89kkgotgpldra6o"
eric watts,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ebgjkljqc8rvtev1iw3r"
esezi otomewo,nonwhite,0.34,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/a0mfh8bdgpmqoiqt65ze"
evan anderson,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/brvzpgd97dixgsux1pse"
everson griffen,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fqvc0dkghdix5fq9tfaq"
eyioma uwazurike,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tkr7tz1k8al4ddckvjz6"
fabien lovett sr.,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ofkfrcqwwhcfjjxdname"
fatorma mulbah,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cdcxg1ix3fsyexhwwjdo"
felix anudike-uzomah,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mvdexbrnafjhz7ld7oct"
foley fatukasi,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ttcdigwndhyvmhvgof25"
folorunso fatukasi,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/b2vqwq8lg6vqgco0xhq1"
forrest merrill,white,100.0,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ovgwpbknwsjcsz4cju55"
freedom akinmoladun,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wpnbblhymkdfqplkazvb"
gabe hall,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jklsvvvmqkw4yzopt4lx"
gable steveson,nonwhite,0.02,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i4bcqokc5qujers1e0yy"
george karlaftis,white,82.89,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hxs6hihwuusxydnr8skh"
george tarlas,white,94.99,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w1bkwak7ehvlb1hs9rsv"
gerri green,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y4dbsatak8xokl8re8bw"
gervon dexter,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vj6m4qixxhqmufrr5ilo"
gervon dexter sr.,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vj6m4qixxhqmufrr5ilo"
glen logan,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xpxckimnwehsgce090im"
grayson murphy,nonwhite,0.1,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zo3ammwsxtzmpeovbrft"
greg gaines,white,88.9,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zo3aqstf8ng4tju17tid"
greg roberts,nonwhite,19.68,middle eastern,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ymfjf9ifhcthegku9c0y"
greg rousseau,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oljb2xg9fry8gnuqz66k"
gregory rousseau,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/insb9f4qznbgcfyreogp"
habakkuk baldonado,nonwhite,0.53,indian,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aos6vbhmdsx8fwqom63c"
haggai ndubuisi,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jalumajq4tyslz16v8j0"
hamilcar rashed,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/blfsydswt1fg26qdgigw"
hassan ridgeway,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qwfblduq15msbj7vd0sn"
henry mondeaux,white,98.18,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/no8hqzc6kdbus1ugv256"
hercules mata'afa,nonwhite,31.43,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/khf9xqkmt4dokizxlbzz"
hinwa allieu,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/viuoprulxbspzuzxauqk"
howard cross iii,white,69.3,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c14y9hq7dq3e6wfuiqi7"
ifeadi odenigbo,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x9lbcp0y9zchvstyy6of"
isaac ukwu,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ywmku4yz7wbvmsblwaud"
isaiah buggs,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fpx9zf3ok9xhrergynxi"
isaiah foskey,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tp8wa1rbwxtoaabgjm4r"
isaiah iton,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qa0ncvwwdi7zoutxpa9a"
isaiah land,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sskntoeekejhqz1wkbmj"
isaiah mack,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uawh7sptgdpqombljqb6"
isaiah mcguire,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bgay7c5onbqadb4qjguc"
isaiah raikes,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uy6vmgagqzaodbpymq6w"
isaiah thomas,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zu7ttf5idsq71qzbhugq"
isaiahh loudermilk,nonwhite,36.73,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ezdwpy005v0doz6sobcp"
israel antwine,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pmger6bb28zubcy6qlvo"
j.j. watt,white,99.93,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pooulgm7mdcx5x9gza7l"
j.r. singleton,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xj6kwzkuejml3io1x4qe"
jabari zuniga,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kwwf0l0vd74wyxcnacwk"
jack heflin,white,99.79,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fpbxakmvdtvwmxmu6rl4"
jacob slade,white,100.0,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zitedxt6h3irhdvvm1dz"
jacob sykes,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xvvgdsosmhhepqvgkhtq"
jacob tuioti-mariner,nonwhite,12.31,latino hispanic,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bjqooiuyjv95hokkzdqk"
jaden crumedy,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xmbnm0swk4oqrrnslrn5"
jadeveon clowney,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iururnv6x8iuzepggwvt"
jah joyner,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nxkh78ej5pghzfeesfqz"
jahfari harvey,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nbkouemkxdpjax4c4lsl"
jahvaree ritzie,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wc149d02t0sbougkceuk"
jake martin,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/d4wqo8ojpdu5owe1qvis"
jaleel johnson,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vyyem0liv7khzftzcihu"
jalen carter,nonwhite,17.01,asian,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dxkrjv1ihimkwj9xahsz"
jalen dalton,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nejzqldwc7my7c7eryzg"
jalen harris,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bp06ity6j442g9rdxzmp"
jalen jelks,nonwhite,29.31,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cjqcv7piypziiezpebet"
jalen redmond,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/twjqbuybqow2v6zvpluq"
jamal davis,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fy3grbct8c07qfhrlipj"
jamaree caldwell,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/odlxf3hv35v963nnbhyw"
jamell garcia-williams,white,83.88,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rrygami3wjjfmcd9nmti"
james ester,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o3p9sc1zuhy0hvsj3mnl"
james houston,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wrqp1yxxj1diweafto22"
james lynch,white,100.0,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d4funuhosghah7ved424"
james nyamwaya,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cyi70e0psnnhmngcvh6q"
james smith-williams,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y7za6udwmac12c8hmvwh"
jamie meder,white,82.15,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mcg6qbqxaiyim10mlgte"
jamree kromah,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/grbmb6tryc8rluxw3jlz"
janarius robinson,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ph291rxrgooqvaulao4i"
jaquelin roy,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qnbp4fkzgxvoq9ujzsvg"
jared harrison-hunte,white,96.94,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zlu1tvw0ethftax8vcfa"
jarrod hewitt,white,92.57,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ojirrhfhi9kdhvdukst5"
jasheen davis,white,96.46,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/la2txnpqjxvt5mjnzmtc"
jashon cornell,nonwhite,22.89,asian,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uboiamcxmxvubr4nes3q"
jason pierre-paul,nonwhite,10.89,asian,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pwl0fkpfwut1rizcarub"
jason strowbridge,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x9n3gnxxfwvmldv4mqzm"
javon kinlaw,white,58.1,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lxyzkmqmy5sgrjktwq80"
javon solomon,nonwhite,16.59,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/a4ytbrhlefwr3ri8ruwu"
javontae jean-baptiste,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cgw1mirojztblwmhsz45"
jay toia,nonwhite,6.08,asian,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qletoidqmfaooqky1ra6"
jay tufele,nonwhite,7.97,latino hispanic,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w0b0txntjiv6diob9u5k"
jayden peevy,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nukplfyqjq7f1miw7h9o"
jaylen twyman,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ht2oavozj8jyeayrvldq"
jaylon allen,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/j8tdz5i5tfridduscqnt"
jayson jones,nonwhite,0.08,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qkdddlclftzuaq2dyemi"
jeff gunter,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ufk8cmul59vb3wbkpntz"
jeffery simmons,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gi2z8wipg8w9vnxwbav0"
jer'zhan newton,nonwhite,0.14,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hgrxkwfkaiozsegi9sbp"
jeremiah ledbetter,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tmrdn5vftop0py2dwzn2"
jeremiah pharms,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hrdyerettrkbgusjbpa7"
jeremiah pharms jr.,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bhm6towuahy7ztd8zkna"
jeremiah valoaga,nonwhite,3.72,indian,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yeohthpqxalyu8e9wrb6"
jermaine johnson,nonwhite,11.54,latino hispanic,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tksswzrbrb6ndpbczqon"
jerrod clark,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ltkviqhnouvdkfa8mm4o"
jerry tillery,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hyof95ttrz9czoqaxac7"
jessie lemonier,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tx5jovbyswo3z4vnkmrt"
jihad ward,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/btmkbywpoicg8fcgvfhc"
jj pegues,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dvqvxiv0lmy8wyunoztu"
joe evans,white,93.88,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tgfeaeto9lsc5x9nqrb5"
joe gaziano,nonwhite,44.76,middle eastern,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/saim6trsnqhedad4hu0r"
joe jackson,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rqoqlrbajzk3zlqv9ibl"
joe ozougwu,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uma56qxh1iinmwlpkt6c"
joe tryon-shoyinka,nonwhite,11.29,latino hispanic,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/it6wkxysejicc83azqkd"
joey ivie,nonwhite,17.06,latino hispanic,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lhhzqcfmsbjqdgml3rdi"
john atkins,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gsbuin4a4l4xzwoleaza"
john cominsky,white,98.88,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zmuz0sxgahnwann1ztyg"
john daka,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vqg2kn7mcligrbxdcqo9"
john franklin-myers,nonwhite,0.37,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uddpcfoopacmfjcovnvi"
john penisini,nonwhite,7.61,indian,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/haswdzo7clr4t2e662w1"
john ridgeway,white,96.17,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/irpvoorgwwezk7qxrp0m"
johnny walker jr.,nonwhite,0.03,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/j561gxyuezqwljey7wpn"
jonah laulu,nonwhite,3.71,asian,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zqjhfs8ufqncqsiuobgh"
jonah williams,white,99.67,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ton1hb2fidrdk6zv8erf"
jonathan allen,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pri0osdjdsziyqrd14ar"
jonathan ford,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jxuuhxzzlpfhtm20j9qb"
jonathan greenard,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z49ugsnmbfkldervsiws"
jonathan harris,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cp345mijudr0kvwiesbu"
jonathan kongbo,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x7uu70t2xmsafvmjosyi"
jonathan ledbetter,nonwhite,24.9,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vipmbrcixn2huexfkobd"
jonathan marshall,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fmnaxfzos1obbpplxbsv"
jonathan wynn,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ot7tujvd4dv1xsqco37r"
jordan davis,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tcepyh61e1ct4vhdeaer"
jordan elliott,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vkl6igrusm0srrkge1d9"
