player_name,player_position,race,example_year,example_team,league_level,player_id
steve jackson,DEF,nonwhite,1993,kansas_city_chiefs,NFL,433
lerentee mccray,DEF,nonwhite,2018,jacksonville_jaguars,NFL,434
trevor bates,DEF,nonwhite,2018,detroit_lions,NFL,435
tracy white,DEF,nonwhite,2004,seattle_seahawks,NFL,436
victor green,DEF,nonwhite,2001,new_york_jets,NFL,437
jevon kearse,DEF,nonwhite,1999,buffalo_bills,NFL,438
ronnie lott,DEF,nonwhite,1990,new_york_jets,NFL,439
shawn lee,DEF,white,1991,detroit_lions,NFL,440
john henderson,DEF,nonwhite,2007,jacksonville_jaguars,NFL,441
sione pouha,DEF,nonwhite,2008,new_york_jets,NFL,442
howie long,DEF,white,1993,los_angeles_raiders,NFL,443
lonnie young,DEF,nonwhite,1993,los_angeles_raiders,NFL,444
sam hubbard,DEF,white,2018,cincinnati_bengals,NFL,445
myron pryor,DEF,nonwhite,2009,indianapolis_colts,NFL,446
rodney mcleod,DEF,nonwhite,2016,philadelphia_eagles,NFL,447
josh bullocks,DEF,nonwhite,2006,atlanta_falcons,NFL,448
tyrone crawford,DEF,nonwhite,2018,dallas_cowboys,NFL,449
brent grimes,DEF,nonwhite,2018,miami_dolphins,NFL,450
jermaine phillips,DEF,nonwhite,2006,new_orleans_saints,NFL,451
karl joseph,DEF,nonwhite,2016,baltimore_ravens,NFL,452
kendall langford,DEF,nonwhite,2013,new_york_jets,NFL,453
denzel ward,DEF,nonwhite,2018,cincinnati_bengals,NFL,454
roman phifer,DEF,nonwhite,2001,new_york_jets,NFL,455
kyle queiro,DEF,nonwhite,2018,houston_texans,NFL,456
william perry,DEF,nonwhite,1991,buffalo_bills,NFL,457
dylan cole,DEF,white,2018,houston_texans,NFL,458
ndamukong suh,DEF,nonwhite,2013,detroit_lions,NFL,459
deandre levy,DEF,nonwhite,2013,detroit_lions,NFL,460
jacques cesaire,DEF,nonwhite,2006,denver_broncos,NFL,461
ashton youboty,DEF,nonwhite,2008,buffalo_bills,NFL,462
kentavius street,DEF,nonwhite,2018,san_francisco_49ers,NFL,463
nicholas grigsby,DEF,nonwhite,2018,new_york_giants,NFL,464
tj watt,DEF,white,2018,pittsburgh_steelers,NFL,465
dexter jackson,DEF,nonwhite,2005,tampa_bay_buccaneers,NFL,466
drayton florence,DEF,nonwhite,2010,cincinnati_bengals,NFL,467
jairus byrd,DEF,nonwhite,2016,buffalo_bills,NFL,468
phil hansen,DEF,white,1992,buffalo_bills,NFL,469
mike lodish,DEF,white,1996,jacksonville_jaguars,NFL,470
edgar jones,DEF,nonwhite,2008,baltimore_ravens,NFL,471
bennie thompson,DEF,nonwhite,1993,kansas_city_chiefs,NFL,472
derrick johnson,DEF,nonwhite,2016,kansas_city_chiefs,NFL,473
lorenzo doss,DEF,nonwhite,2018,pittsburgh_steelers,NFL,474
terrance shaw,DEF,nonwhite,2001,oakland_raiders,NFL,475
brodney pool,DEF,nonwhite,2010,new_york_jets,NFL,476
frank herron,DEF,nonwhite,2018,minnesota_vikings,NFL,477
jamie sharper,DEF,nonwhite,2001,baltimore_ravens,NFL,478
alex molden,DEF,nonwhite,2001,san_diego_chargers,NFL,479
mickey washington,DEF,nonwhite,1996,jacksonville_jaguars,NFL,480
marvin mitchell,DEF,nonwhite,2007,carolina_panthers,NFL,481
jj wilcox,DEF,nonwhite,2018,atlanta_falcons,NFL,482
michael mcgruder,DEF,nonwhite,1991,detroit_lions,NFL,483
nick dzubnar,DEF,white,2018,arizona_cardinals,NFL,484
julius peppers,DEF,nonwhite,2014,seattle_seahawks,NFL,485
robert nkemdiche,DEF,nonwhite,2016,arizona_cardinals,NFL,486
danny clark,DEF,nonwhite,2006,new_orleans_saints,NFL,487
victor butler,DEF,nonwhite,2010,cleveland_browns,NFL,488
kevin byard,DEF,nonwhite,2018,tennessee_titans,NFL,489
raymond davison,DEF,nonwhite,2018,houston_texans,NFL,490
will blackmon,DEF,nonwhite,2010,washington_redskins,NFL,491
keiwan ratliff,DEF,nonwhite,2005,cincinnati_bengals,NFL,492
anthony hitchens,DEF,nonwhite,2018,kansas_city_chiefs,NFL,493
rick lyle,DEF,white,2001,new_york_jets,NFL,494
samari rolle,DEF,nonwhite,1999,buffalo_bills,NFL,495
dion jordan,DEF,nonwhite,2018,seattle_seahawks,NFL,496
dave tollefson,DEF,white,2010,new_york_giants,NFL,497
gerald dixon,DEF,nonwhite,1995,cleveland_browns,NFL,498
sam barrington,DEF,nonwhite,2014,seattle_seahawks,NFL,499
