player_name,player_position,race,league_level,example_team,example_year,player_id
isaiah mckenzie,WR,nonwhite,NFL,buffalo_bills,2018,1101
rishard matthews,WR,nonwhite,NFL,miami_dolphins,2015,1102
chris burford,WR,white,NFL,dallas_texans,1962,1103
reggie rucker,WR,nonwhite,NFL,dallas_cowboys,1970,1104
micheal spurlock,WR,nonwhite,NFL,jacksonville_jaguars,2012,1105
damiere byrd,WR,nonwhite,NFL,carolina_panthers,2018,1106
early doucet,WR,nonwhite,NFL,arizona_cardinals,2009,1107
fred banks,WR,nonwhite,NFL,miami_dolphins,1991,1108
jalen tolliver,WR,nonwhite,NFL,arizona_cardinals,2018,1109
kevin walter,WR,white,NFL,houston_texans,2011,1110
kendall wright,WR,nonwhite,NFL,tennessee_titans,2014,1111
mike evans,WR,nonwhite,NFL,tampa_bay_buccaneers,2018,1112
kenny mckinley,WR,nonwhite,NFL,denver_broncos,2009,1113
tj houshmandzadeh,WR,nonwhite,NFL,cincinnati_bengals,2005,1114
nelson agholor,WR,nonwhite,NFL,philadelphia_eagles,2018,1115
daniel brown,WR,white,NFL,chicago_bears,2018,1116
tavon austin,WR,nonwhite,NFL,los_angeles_rams,2016,1117
hank baskett,WR,white,NFL,philadelphia_eagles,2008,1118
roscoe parrish,WR,nonwhite,NFL,buffalo_bills,2008,1119
greg camarillo,WR,white,NFL,minnesota_vikings,2010,1120
darius jennings,WR,nonwhite,NFL,tennessee_titans,2018,1121
roy williams,WR,nonwhite,NFL,cincinnati_bengals,2010,1122
kaelin clay,WR,nonwhite,NFL,new_york_giants,2018,1123
mark duper,WR,nonwhite,NFL,miami_dolphins,1985,1124
paul richardson,WR,nonwhite,NFL,seattle_seahawks,2016,1125
trevor davis,WR,nonwhite,NFL,green_bay_packers,2016,1126
mike shumann,WR,white,NFL,san_francisco_49ers,1981,1127
keke coutee,WR,nonwhite,NFL,houston_texans,2018,1128
jonathan holland,WR,nonwhite,NFL,oakland_raiders,2008,1129
neal sterling,WR,nonwhite,NFL,new_york_jets,2018,1130
max mccaffrey,WR,white,NFL,green_bay_packers,2016,1131
laveranues coles,WR,nonwhite,NFL,new_york_jets,2000,1132
cody latimer,WR,nonwhite,NFL,new_york_giants,2018,1133
dwight clark,WR,white,NFL,san_francisco_49ers,1981,1134
kevin williams,WR,nonwhite,NFL,dallas_cowboys,1996,1135
maurice stovall,WR,nonwhite,NFL,tampa_bay_buccaneers,2006,1136
mike wilson,WR,nonwhite,NFL,san_francisco_49ers,1987,1137
keenan allen,WR,white,NFL,los_angeles_chargers,2018,1138
dennis northcutt,WR,nonwhite,NFL,cleveland_browns,2001,1139
reggie langhorne,WR,nonwhite,NFL,cleveland_browns,1989,1140
hunter sharp,WR,nonwhite,NFL,cincinnati_bengals,2018,1141
ted ginn jr,WR,nonwhite,NFL,carolina_panthers,2016,1142
lance moore,WR,white,NFL,new_orleans_saints,2011,1143
dj chark,WR,nonwhite,NFL,jacksonville_jaguars,2018,1144
keith kirkwood,WR,nonwhite,NFL,new_orleans_saints,2018,1145
dave williams,WR,white,NFL,st_louis_cardinals,1971,1146
francis owusu,WR,nonwhite,NFL,miami_dolphins,2018,1147
jarvis landry,WR,nonwhite,NFL,miami_dolphins,2016,1148
hubie bryant,WR,nonwhite,NFL,pittsburgh_steelers,1970,1149
corey davis,WR,nonwhite,NFL,tennessee_titans,2018,1150
daesean hamilton,WR,nonwhite,NFL,denver_broncos,2018,1151
rashard higgins,WR,nonwhite,NFL,cleveland_browns,2018,1152
harold carmichael,WR,nonwhite,NFL,philadelphia_eagles,1980,1153
river cracraft,WR,white,NFL,denver_broncos,2018,1154
ricardo louis,WR,nonwhite,NFL,cleveland_browns,2018,1155
dante hall,WR,nonwhite,NFL,kansas_city_chiefs,2006,1156
willie anderson,WR,nonwhite,NFL,los_angeles_rams,1989,1157
john brown,WR,nonwhite,NFL,baltimore_ravens,2018,1158
shawn jefferson,WR,nonwhite,NFL,new_england_patriots,1996,1159
roddy white,WR,nonwhite,NFL,atlanta_falcons,2012,1160
cj goodwin,WR,nonwhite,NFL,atlanta_falcons,2016,1161
niles paul,WR,nonwhite,NFL,jacksonville_jaguars,2018,1162
mario manningham,WR,nonwhite,NFL,new_york_giants,2010,1163
daurice fountain,WR,nonwhite,NFL,indianapolis_colts,2018,1164
nate burleson,WR,nonwhite,NFL,detroit_lions,2010,1165
billy davis,WR,white,NFL,dallas_cowboys,1998,1166
tony hill,WR,nonwhite,NFL,dallas_cowboys,1981,1167
braxton berrios,WR,white,NFL,new_england_patriots,2018,1168
jmon moore,WR,nonwhite,NFL,green_bay_packers,2018,1169
cecil shorts,WR,nonwhite,NFL,jacksonville_jaguars,2012,1170
jacoby jones,WR,nonwhite,NFL,baltimore_ravens,2013,1171
eddie hinton,WR,nonwhite,NFL,baltimore_colts,1970,1172
plaxico burress,WR,nonwhite,NFL,new_york_giants,2007,1173
devin funchess,WR,nonwhite,NFL,carolina_panthers,2016,1174
alvin garrett,WR,nonwhite,NFL,washington_redskins,1982,1175
arnaz battle,WR,nonwhite,NFL,san_francisco_49ers,2008,1176
anthony miller,WR,nonwhite,NFL,chicago_bears,2018,1177
donte moncrief,WR,nonwhite,NFL,jacksonville_jaguars,2018,1178
davone bess,WR,nonwhite,NFL,cleveland_browns,2013,1179
ricky proehl,WR,white,NFL,st_louis_rams,2002,1180
michael bates,WR,nonwhite,NFL,carolina_panthers,1996,1181
greg salas,WR,white,NFL,buffalo_bills,2016,1182
chaz schilens,WR,nonwhite,NFL,new_york_jets,2012,1183
bobby engram,WR,nonwhite,NFL,seattle_seahawks,2004,1184
jabar gaffney,WR,nonwhite,NFL,new_england_patriots,2008,1185
odessa turner,WR,nonwhite,NFL,san_francisco_49ers,1992,1186
malik turner,WR,nonwhite,NFL,seattle_seahawks,2018,1187
percy harvin,WR,nonwhite,NFL,minnesota_vikings,2009,1188
dwayne jarrett,WR,nonwhite,NFL,carolina_panthers,2010,1189
bernard reedy,WR,nonwhite,NFL,tampa_bay_buccaneers,2018,1190
stacy coley,WR,nonwhite,NFL,minnesota_vikings,2018,1191
ramses barden,WR,nonwhite,NFL,new_york_giants,2010,1192
freddie brown,WR,nonwhite,NFL,cincinnati_bengals,2009,1193
jj stokes,WR,nonwhite,NFL,san_francisco_49ers,1998,1194
mark ingram,WR,nonwhite,NFL,miami_dolphins,1994,1195
janarion grant,WR,nonwhite,NFL,baltimore_ravens,2018,1196
roell preston,WR,nonwhite,NFL,green_bay_packers,1998,1197
aj green,WR,nonwhite,NFL,cincinnati_bengals,2011,1198
jarius wright,WR,nonwhite,NFL,carolina_panthers,2018,1199
terrance copper,WR,nonwhite,NFL,new_orleans_saints,2006,1200
chris henry,WR,nonwhite,NFL,cincinnati_bengals,2005,1201
hassan jones,WR,nonwhite,NFL,minnesota_vikings,1989,1202
sam hurd,WR,nonwhite,NFL,dallas_cowboys,2010,1203
george farmer,WR,nonwhite,NFL,los_angeles_rams,1983,1204
russell gage,WR,nonwhite,NFL,atlanta_falcons,2018,1205
dontrelle inman,WR,nonwhite,NFL,san_diego_chargers,2016,1206
chris calloway,WR,nonwhite,NFL,new_york_giants,1993,1207
johnnie morton,WR,nonwhite,NFL,kansas_city_chiefs,2003,1208
gerald mcneil,WR,nonwhite,NFL,cleveland_browns,1986,1209
brandon powell,WR,nonwhite,NFL,detroit_lions,2018,1210
bob chandler,WR,white,NFL,buffalo_bills,1975,1211
antonio callaway,WR,nonwhite,NFL,cleveland_browns,2018,1212
jeff janis,WR,white,NFL,green_bay_packers,2016,1213
kermit whitfield,WR,nonwhite,NFL,cincinnati_bengals,2018,1214
frank lewis,WR,nonwhite,NFL,pittsburgh_steelers,1976,1215
teddy williams,WR,nonwhite,NFL,carolina_panthers,2016,1216
anthony carter,WR,nonwhite,NFL,minnesota_vikings,1989,1217
randy moss,WR,nonwhite,NFL,new_england_patriots,2008,1218
hines ward,WR,nonwhite,NFL,pittsburgh_steelers,2008,1219
jason hill,WR,nonwhite,NFL,jacksonville_jaguars,2010,1220
michael jackson,WR,nonwhite,NFL,cleveland_browns,1994,1221
john jefferson,WR,nonwhite,NFL,green_bay_packers,1981,1222
dez bryant,WR,nonwhite,NFL,dallas_cowboys,2013,1223
miles austin,WR,white,NFL,dallas_cowboys,2006,1224
ryan switzer,WR,white,NFL,pittsburgh_steelers,2018,1225
david knight,WR,white,NFL,new_york_jets,1976,1226
brandon stokley,WR,white,NFL,indianapolis_colts,2006,1227
dave smith,WR,white,NFL,pittsburgh_steelers,1970,1228
dante pettis,WR,nonwhite,NFL,san_francisco_49ers,2018,1229
vincent jackson,WR,white,NFL,san_diego_chargers,2010,1230
alexander wright,WR,nonwhite,NFL,los_angeles_raiders,1993,1231
kenny stills,WR,nonwhite,NFL,miami_dolphins,2016,1232
torry holt,WR,nonwhite,NFL,st_louis_rams,2002,1233
brandon zylstra,WR,white,NFL,minnesota_vikings,2018,1234
josh gordon,WR,nonwhite,NFL,cleveland_browns,2013,1235
andre caldwell,WR,nonwhite,NFL,cincinnati_bengals,2010,1236
derrick mason,WR,nonwhite,NFL,tennessee_titans,1999,1237
bernard berrian,WR,nonwhite,NFL,minnesota_vikings,2009,1238
michael jenkins,WR,nonwhite,NFL,atlanta_falcons,2006,1239
tj jones,WR,nonwhite,NFL,detroit_lions,2018,1240
rob moore,WR,nonwhite,NFL,new_york_jets,1994,1241
geremy davis,WR,nonwhite,NFL,san_diego_chargers,2016,1242
patrick johnson,WR,nonwhite,NFL,baltimore_ravens,2001,1243
jim gustafson,WR,white,NFL,minnesota_vikings,1989,1244
sidney rice,WR,nonwhite,NFL,minnesota_vikings,2009,1245
shane wynn,WR,nonwhite,NFL,new_orleans_saints,2018,1246
lance long,WR,white,NFL,arizona_cardinals,2009,1247
isaac bruce,WR,nonwhite,NFL,st_louis_rams,2003,1248
freddie martino,WR,nonwhite,NFL,tampa_bay_buccaneers,2018,1249
gene washington,WR,nonwhite,NFL,minnesota_vikings,1969,1250
jordan lasley,WR,nonwhite,NFL,baltimore_ravens,2018,1251
tim mcgee,WR,nonwhite,NFL,cincinnati_bengals,1989,1252
james thrash,WR,white,NFL,philadelphia_eagles,2003,1253
willie davis,WR,nonwhite,NFL,kansas_city_chiefs,1993,1254
tim patrick,WR,nonwhite,NFL,denver_broncos,2018,1255
josh reynolds,WR,nonwhite,NFL,los_angeles_rams,2018,1256
malcolm barnwell,WR,nonwhite,NFL,los_angeles_raiders,1984,1257
jeremy kerley,WR,nonwhite,NFL,san_francisco_49ers,2016,1258
frank pitts,WR,nonwhite,NFL,kansas_city_chiefs,1970,1259
devin thomas,WR,nonwhite,NFL,carolina_panthers,2010,1260
billy brooks,WR,nonwhite,NFL,cincinnati_bengals,1976,1261
geronimo allison,WR,nonwhite,NFL,green_bay_packers,2016,1262
nick williams,WR,white,NFL,los_angeles_rams,2018,1263
elmo wright,WR,nonwhite,NFL,kansas_city_chiefs,1971,1264
justin hunter,WR,nonwhite,NFL,pittsburgh_steelers,2018,1265
jason avant,WR,nonwhite,NFL,philadelphia_eagles,2008,1266
christian kirk,WR,nonwhite,NFL,arizona_cardinals,2018,1267
brad smith,WR,nonwhite,NFL,new_york_jets,2010,1268
mike williams,WR,nonwhite,NFL,los_angeles_chargers,2018,1269
adam jennings,WR,nonwhite,NFL,atlanta_falcons,2007,1270
tanner gentry,WR,white,NFL,chicago_bears,2018,1271
mark jackson,WR,nonwhite,NFL,new_york_giants,1993,1272
bob hayes,WR,nonwhite,NFL,dallas_cowboys,1972,1273
quincy enunwa,WR,nonwhite,NFL,new_york_jets,2018,1274
calvin ridley,WR,nonwhite,NFL,atlanta_falcons,2018,1275
fred jones,WR,nonwhite,NFL,kansas_city_chiefs,1993,1276
ardarius stewart,WR,nonwhite,NFL,washington_redskins,2018,1277
reggie wayne,WR,nonwhite,NFL,indianapolis_colts,2005,1278
jaydon mickens,WR,nonwhite,NFL,jacksonville_jaguars,2018,1279
reggie brown,WR,nonwhite,NFL,houston_oilers,1993,1280
roy jefferson,WR,nonwhite,NFL,baltimore_colts,1970,1281
robert woods,WR,nonwhite,NFL,los_angeles_rams,2018,1282
marvin hall,WR,nonwhite,NFL,atlanta_falcons,2018,1283
charles johnson,WR,nonwhite,NFL,pittsburgh_steelers,1994,1284
larry brunson,WR,nonwhite,NFL,kansas_city_chiefs,1976,1285
tyler boyd,WR,nonwhite,NFL,cincinnati_bengals,2018,1286
bobby wade,WR,nonwhite,NFL,chicago_bears,2005,1287
leonard hankerson,WR,nonwhite,NFL,washington_redskins,2012,1288
jd mckissic,WR,nonwhite,NFL,seattle_seahawks,2018,1289
jack snow,WR,white,NFL,los_angeles_rams,1971,1290
alvin harper,WR,nonwhite,NFL,dallas_cowboys,1994,1291
keenan mccardell,WR,nonwhite,NFL,jacksonville_jaguars,1996,1292
chad johnson,WR,nonwhite,NFL,cincinnati_bengals,2005,1293
mike thomas,WR,nonwhite,NFL,jacksonville_jaguars,2010,1294
jermaine kearse,WR,nonwhite,NFL,seattle_seahawks,2014,1295
don beebe,WR,white,NFL,buffalo_bills,1992,1296
keshawn martin,WR,nonwhite,NFL,houston_texans,2012,1297
willie jackson,WR,nonwhite,NFL,jacksonville_jaguars,1996,1298
davante adams,WR,nonwhite,NFL,green_bay_packers,2016,1299
justice liggins,WR,white,NFL,los_angeles_chargers,2018,1300
taywan taylor,WR,nonwhite,NFL,tennessee_titans,2018,1301
walker gillette,WR,white,NFL,new_york_giants,1975,1302
kelley washington,WR,nonwhite,NFL,san_diego_chargers,2010,1303
jake allen,WR,nonwhite,NFL,cleveland_browns,2009,1304
bradley marquez,WR,nonwhite,NFL,los_angeles_rams,2016,1305
marques colston,WR,nonwhite,NFL,new_orleans_saints,2006,1306
bob long,WR,white,NFL,los_angeles_rams,1970,1307
tim dwight,WR,white,NFL,atlanta_falcons,1998,1308
drew hill,WR,nonwhite,NFL,atlanta_falcons,1992,1309
rod smith,WR,nonwhite,NFL,denver_broncos,2006,1310
eli rogers,WR,nonwhite,NFL,pittsburgh_steelers,2016,1311
yo murphy,WR,nonwhite,NFL,st_louis_rams,2002,1312
sammy watkins,WR,nonwhite,NFL,buffalo_bills,2016,1313
eddie kennison,WR,nonwhite,NFL,kansas_city_chiefs,2005,1314
steve breaston,WR,nonwhite,NFL,arizona_cardinals,2009,1315
donald hayes,WR,nonwhite,NFL,carolina_panthers,2001,1316
brandon lafell,WR,nonwhite,NFL,new_england_patriots,2015,1317
sterling shepard,WR,nonwhite,NFL,new_york_giants,2016,1318
bob grim,WR,white,NFL,minnesota_vikings,1976,1319
leo lewis,WR,nonwhite,NFL,minnesota_vikings,1989,1320
irving fryar,WR,nonwhite,NFL,miami_dolphins,1994,1321
james washington,WR,nonwhite,NFL,pittsburgh_steelers,2018,1322
andre roberts,WR,nonwhite,NFL,new_york_jets,2018,1323
kassim osgood,WR,nonwhite,NFL,san_diego_chargers,2005,1324
ryan grant,WR,nonwhite,NFL,washington_redskins,2016,1325
devin ross,WR,nonwhite,NFL,tennessee_titans,2018,1326
jerricho cotchery,WR,nonwhite,NFL,pittsburgh_steelers,2013,1327
emmanuel sanders,WR,nonwhite,NFL,denver_broncos,2016,1328
mike sherrard,WR,nonwhite,NFL,san_francisco_49ers,1992,1329
pharoh cooper,WR,nonwhite,NFL,los_angeles_rams,2016,1330
terry greer,WR,nonwhite,NFL,san_francisco_49ers,1988,1331
lee evans,WR,nonwhite,NFL,buffalo_bills,2010,1332
justin hardy,WR,nonwhite,NFL,atlanta_falcons,2016,1333
darius reynaud,WR,nonwhite,NFL,new_york_giants,2010,1334
chris chambers,WR,nonwhite,NFL,miami_dolphins,2002,1335
michael clayton,WR,nonwhite,NFL,tampa_bay_buccaneers,2006,1336
chad beebe,WR,white,NFL,minnesota_vikings,2018,1337
russell shepard,WR,nonwhite,NFL,new_york_giants,2018,1338
kevin dyson,WR,nonwhite,NFL,tennessee_titans,1999,1339
george sauer,WR,white,NFL,new_york_jets,1969,1340
sean morey,WR,white,NFL,pittsburgh_steelers,2006,1341
damian williams,WR,nonwhite,NFL,tennessee_titans,2013,1342
andre rison,WR,nonwhite,NFL,atlanta_falcons,1990,1343
brian hartline,WR,white,NFL,miami_dolphins,2010,1344
chuck hughes,WR,white,NFL,detroit_lions,1970,1345
jeremy maclin,WR,nonwhite,NFL,kansas_city_chiefs,2015,1346
riley mccarron,WR,white,NFL,new_england_patriots,2018,1347
chris lacy,WR,nonwhite,NFL,detroit_lions,2018,1348
dustin keller,TE,nonwhite,NFL,new_york_jets,2008,1349
chris baker,TE,nonwhite,NFL,denver_broncos,2009,1350
logan paulsen,TE,white,NFL,washington_redskins,2012,1351
shawn nelson,TE,nonwhite,NFL,buffalo_bills,2010,1352
khari lee,TE,nonwhite,NFL,buffalo_bills,2018,1353
rickey dudley,TE,nonwhite,NFL,oakland_raiders,1997,1354
daniel fells,TE,nonwhite,NFL,new_york_giants,2014,1355
wayne stewart,TE,white,NFL,new_york_jets,1971,1356
matt spaeth,TE,white,NFL,pittsburgh_steelers,2007,1357
jackie smith,TE,white,NFL,st_louis_cardinals,1971,1358
mason schreck,TE,white,NFL,cincinnati_bengals,2018,1359
james hanna,TE,nonwhite,NFL,dallas_cowboys,2013,1360
vernon davis,TE,nonwhite,NFL,washington_redskins,2016,1361
jack doyle,TE,white,NFL,indianapolis_colts,2016,1362
kyle brady,TE,white,NFL,jacksonville_jaguars,1999,1363
gabe holmes,TE,nonwhite,NFL,arizona_cardinals,2018,1364
john mcmakin,TE,white,NFL,pittsburgh_steelers,1972,1365
jim mcfarland,TE,white,NFL,st_louis_cardinals,1971,1366
stephen spach,TE,white,NFL,st_louis_rams,2011,1367
anthony fasano,TE,white,NFL,miami_dolphins,2010,1368
bob moore,TE,white,NFL,oakland_raiders,1972,1369
chip glass,TE,white,NFL,cleveland_browns,1970,1370
garrett mills,TE,nonwhite,NFL,minnesota_vikings,2009,1371
evan engram,TE,nonwhite,NFL,new_york_giants,2018,1372
reggie kelly,TE,nonwhite,NFL,cincinnati_bengals,2005,1373
brent jones,TE,white,NFL,san_francisco_49ers,1990,1374
mike ditka,TE,white,NFL,dallas_cowboys,1972,1375
hayden hurst,TE,white,NFL,baltimore_ravens,2018,1376
jaeden graham,TE,white,NFL,atlanta_falcons,2018,1377
rob awalt,TE,white,NFL,buffalo_bills,1992,1378
alvin reed,TE,nonwhite,NFL,washington_redskins,1975,1379
desmond clark,TE,nonwhite,NFL,chicago_bears,2006,1380
henry krieger coble,TE,white,NFL,los_angeles_rams,2018,1381
derek brown,TE,nonwhite,NFL,jacksonville_jaguars,1996,1382
pettis norman,TE,nonwhite,NFL,san_diego_chargers,1971,1383
justin peelle,TE,white,NFL,san_diego_chargers,2005,1384
jacob hollister,TE,white,NFL,new_england_patriots,2018,1385
billy miller,TE,white,NFL,new_orleans_saints,2006,1386
john hilton,TE,white,NFL,minnesota_vikings,1971,1387
jacob tamme,TE,white,NFL,denver_broncos,2012,1388
greg olsen,TE,white,NFL,carolina_panthers,2016,1389
john beasley,TE,white,NFL,minnesota_vikings,1972,1390
jordan reed,TE,nonwhite,NFL,washington_redskins,2016,1391
tyler kroft,TE,white,NFL,cincinnati_bengals,2015,1392
ben braunecker,TE,white,NFL,chicago_bears,2016,1393
david hill,TE,nonwhite,NFL,los_angeles_rams,1983,1394
todd christensen,TE,white,NFL,los_angeles_raiders,1984,1395
eric saubert,TE,white,NFL,atlanta_falcons,2018,1396
bruce hardy,TE,white,NFL,miami_dolphins,1981,1397
jermichael finley,TE,nonwhite,NFL,green_bay_packers,2013,1398
doug cosbie,TE,white,NFL,dallas_cowboys,1985,1399
travis beckum,TE,nonwhite,NFL,new_york_giants,2010,1400
ben patrick,TE,nonwhite,NFL,arizona_cardinals,2009,1401
anthony firkser,TE,white,NFL,tennessee_titans,2018,1402
jamie williams,TE,nonwhite,NFL,houston_oilers,1987,1403
rico gathers,TE,nonwhite,NFL,dallas_cowboys,2018,1404
eric ebron,TE,nonwhite,NFL,indianapolis_colts,2018,1405
zach ertz,TE,white,NFL,philadelphia_eagles,2018,1406
don hasselbeck,TE,white,NFL,los_angeles_raiders,1983,1407
bob tucker,TE,white,NFL,new_york_giants,1975,1408
jay novacek,TE,white,NFL,dallas_cowboys,1991,1409
kevin boss,TE,white,NFL,new_york_giants,2010,1410
david johnson,TE,nonwhite,NFL,arizona_cardinals,2016,1411
dominique jones,TE,nonwhite,NFL,miami_dolphins,2016,1412
billy joe dupree,TE,nonwhite,NFL,dallas_cowboys,1979,1413
matthew mulligan,TE,white,NFL,new_england_patriots,2013,1414
tom mitchell,TE,white,NFL,baltimore_colts,1971,1415
david martin,TE,nonwhite,NFL,miami_dolphins,2008,1416
rich caster,TE,nonwhite,NFL,new_york_jets,1976,1417
johnny mitchell,TE,nonwhite,NFL,new_york_jets,1994,1418
dallas clark,TE,white,NFL,indianapolis_colts,2006,1419
luke willson,TE,white,NFL,seattle_seahawks,2014,1420
martin rucker,TE,nonwhite,NFL,dallas_cowboys,2010,1421
byron chamberlain,TE,nonwhite,NFL,minnesota_vikings,2002,1422
john carlson,TE,white,NFL,seattle_seahawks,2008,1423
kris wilson,TE,nonwhite,NFL,kansas_city_chiefs,2006,1424
todd heap,TE,white,NFL,baltimore_ravens,2003,1425
eason ramson,TE,nonwhite,NFL,san_francisco_49ers,1981,1426
russ francis,TE,white,NFL,new_england_patriots,1987,1427
jackie harris,TE,nonwhite,NFL,tennessee_titans,1999,1428
ian thomas,TE,nonwhite,NFL,carolina_panthers,2018,1429
don bass,TE,nonwhite,NFL,cincinnati_bengals,1981,1430
kendall gammon,TE,white,NFL,pittsburgh_steelers,1994,1431
jim price,TE,white,NFL,dallas_cowboys,1993,1432
richard rodgers,TE,nonwhite,NFL,green_bay_packers,2016,1433
joe rose,TE,white,NFL,miami_dolphins,1981,1434
james thornton,TE,white,NFL,new_york_jets,1994,1435
jordan thomas,TE,nonwhite,NFL,houston_texans,2018,1436
lj smith,TE,nonwhite,NFL,philadelphia_eagles,2008,1437
vance mcdonald,TE,white,NFL,san_francisco_49ers,2016,1438
david njoku,TE,nonwhite,NFL,cleveland_browns,2018,1439
alex ellis,TE,white,NFL,kansas_city_chiefs,2018,1440
dion sims,TE,nonwhite,NFL,miami_dolphins,2016,1441
ethan horton,TE,nonwhite,NFL,los_angeles_raiders,1993,1442
jermaine gresham,TE,nonwhite,NFL,arizona_cardinals,2016,1443
jerramy stevens,TE,nonwhite,NFL,seattle_seahawks,2005,1444
james oshaughnessy,TE,white,NFL,jacksonville_jaguars,2018,1445
julius thomas,TE,nonwhite,NFL,denver_broncos,2014,1446
orson charles,TE,nonwhite,NFL,cleveland_browns,2018,1447
derek fine,TE,white,NFL,buffalo_bills,2008,1448
mike leach,TE,white,NFL,denver_broncos,2004,1449
brent celek,TE,white,NFL,philadelphia_eagles,2008,1450
owen daniels,TE,white,NFL,houston_texans,2011,1451
luke stocker,TE,white,NFL,tennessee_titans,2018,1452
rodney holman,TE,nonwhite,NFL,cincinnati_bengals,1989,1453
heath miller,TE,white,NFL,pittsburgh_steelers,2012,1454
alge crumpler,TE,nonwhite,NFL,atlanta_falcons,2006,1455
dallas goedert,TE,white,NFL,philadelphia_eagles,2018,1456
joel dreessen,TE,white,NFL,denver_broncos,2012,1457
sean ryan,TE,white,NFL,miami_dolphins,2008,1458
tony scheffler,TE,nonwhite,NFL,denver_broncos,2006,1459
dave casper,TE,white,NFL,oakland_raiders,1977,1460
mike barber,TE,white,NFL,los_angeles_rams,1983,1461
dwayne allen,TE,nonwhite,NFL,indianapolis_colts,2016,1462
tanner hudson,TE,white,NFL,tampa_bay_buccaneers,2018,1463
rhett ellison,TE,white,NFL,new_york_giants,2018,1464
brian jennings,TE,white,NFL,san_francisco_49ers,2011,1465
antony auclair,TE,white,NFL,tampa_bay_buccaneers,2018,1466
buck ortega,TE,white,NFL,new_orleans_saints,2008,1467
brandon williams,TE,nonwhite,NFL,baltimore_ravens,2014,1468
charle young,TE,nonwhite,NFL,san_francisco_49ers,1981,1469
john spagnola,TE,white,NFL,philadelphia_eagles,1980,1470
gerald everett,TE,nonwhite,NFL,los_angeles_rams,2018,1471
tom santi,TE,white,NFL,indianapolis_colts,2008,1472
bob adams,TE,white,NFL,pittsburgh_steelers,1970,1473
jesse james,TE,white,NFL,pittsburgh_steelers,2016,1474
eric sievers,TE,white,NFL,san_diego_chargers,1981,1475
will heller,TE,white,NFL,seattle_seahawks,2006,1476
jerry smith,TE,white,NFL,washington_redskins,1971,1477
coby fleener,TE,white,NFL,new_orleans_saints,2016,1478
ernie conwell,TE,white,NFL,st_louis_rams,2001,1479
logan thomas,TE,white,NFL,buffalo_bills,2018,1480
kellen davis,TE,white,NFL,chicago_bears,2012,1481
chad lewis,TE,white,NFL,philadelphia_eagles,2001,1482
pete holohan,TE,white,NFL,san_diego_chargers,1984,1483
keith jackson,TE,nonwhite,NFL,philadelphia_eagles,1988,1484
jeremy sprinkle,TE,nonwhite,NFL,washington_redskins,2018,1485
brandon myers,TE,white,NFL,oakland_raiders,2010,1486
wesley walls,TE,white,NFL,carolina_panthers,1996,1487
john owens,TE,nonwhite,NFL,new_orleans_saints,2006,1488
aaron thomas,TE,white,NFL,new_york_giants,1970,1489
rick walker,TE,nonwhite,NFL,washington_redskins,1982,1490
fred davis,TE,nonwhite,NFL,washington_redskins,2012,1491
nate wozniak,TE,white,NFL,new_orleans_saints,2018,1492
matt flanagan,TE,white,NFL,washington_redskins,2018,1493
frank wycheck,TE,white,NFL,tennessee_titans,1999,1494
bucky hodges,TE,nonwhite,NFL,pittsburgh_steelers,2018,1495
daniel graham,TE,nonwhite,NFL,new_england_patriots,2005,1496
levine toilolo,TE,nonwhite,NFL,atlanta_falcons,2016,1497
trey burton,TE,white,NFL,philadelphia_eagles,2016,1498
antonio gates,TE,nonwhite,NFL,san_diego_chargers,2005,1499
xavier grimble,TE,nonwhite,NFL,pittsburgh_steelers,2016,1500
sean culkin,TE,white,NFL,los_angeles_chargers,2018,1501
brandon pettigrew,TE,nonwhite,NFL,detroit_lions,2010,1502
keith mckeller,TE,nonwhite,NFL,buffalo_bills,1991,1503
alfred pupunu,TE,white,NFL,san_diego_chargers,1994,1504
james casey,TE,white,NFL,houston_texans,2011,1505
brian parker,TE,white,NFL,denver_broncos,2018,1506
jordan cameron,TE,white,NFL,cleveland_browns,2013,1507
michael roberts,TE,nonwhite,NFL,detroit_lions,2018,1508
jermaine wiggins,TE,nonwhite,NFL,new_england_patriots,2001,1509
dante rosario,TE,nonwhite,NFL,carolina_panthers,2010,1510
jeremy shockey,TE,white,NFL,new_orleans_saints,2008,1511
jared cook,TE,nonwhite,NFL,oakland_raiders,2018,1512
tyler conklin,TE,white,NFL,minnesota_vikings,2018,1513
pete metzelaars,TE,white,NFL,buffalo_bills,1992,1514
david sloan,TE,white,NFL,detroit_lions,1997,1515
randy mcmichael,TE,nonwhite,NFL,miami_dolphins,2002,1516
darren fells,TE,nonwhite,NFL,arizona_cardinals,2015,1517
chase coffman,TE,white,NFL,atlanta_falcons,2012,1518
lance kendricks,TE,nonwhite,NFL,green_bay_packers,2018,1519
john phillips,TE,white,NFL,denver_broncos,2016,1520
cethan carter,TE,nonwhite,NFL,cincinnati_bengals,2018,1521
james dearth,TE,white,NFL,new_york_jets,2001,1522
john mackey,TE,nonwhite,NFL,baltimore_colts,1970,1523
bob klein,TE,white,NFL,los_angeles_rams,1971,1524
paul butler,TE,white,NFL,oakland_raiders,2018,1525
oj howard,TE,nonwhite,NFL,tampa_bay_buccaneers,2018,1526
donald lee,TE,nonwhite,NFL,green_bay_packers,2009,1527
cedrick lang,TE,white,NFL,minnesota_vikings,2018,1528
