player_name,player_position,race,league_level,example_team,example_year,player_id
dj james,DB,nonwhite,NFL,new_england_patriots,2025,427
jacob harris,WR,white,NFL,tampa_bay_buccaneers,2025,428
austin jackson,OL,nonwhite,NFL,miami_dolphins,2025,429
breshad perriman,WR,nonwhite,NFL,indianapolis_colts,2023,430
gabe davis,WR,nonwhite,NFL,buffalo_bills,2025,431
jachai polite,LB,nonwhite,NFL,los_angeles_rams,2020,432
tate ratledge,OL,white,NFL,detroit_lions,2025,433
tuli letuligasenoa,DL,nonwhite,NFL,los_angeles_rams,2024,434
colton mckivitz,OL,white,NFL,san_francisco_49ers,2025,435
decamerion richardson,DB,nonwhite,NFL,las_vegas_raiders,2025,436
ben deluca,DB,white,NFL,los_angeles_chargers,2022,437
p.j. williams,DB,nonwhite,NFL,new_orleans_saints,2022,438
beaux limmer,OL,white,NFL,los_angeles_rams,2025,439
bo richter,LB,white,NFL,minnesota_vikings,2025,440
emery jones jr.,OL,nonwhite,NFL,baltimore_ravens,2025,441
isaiah foskey,DL,nonwhite,NFL,cincinnati_bengals,2025,442
isaiah wilson,OL,nonwhite,NFL,new_york_giants,2021,443
charles cross,OL,nonwhite,NFL,seattle_seahawks,2025,444
josh ali,WR,nonwhite,NFL,atlanta_falcons,2024,445
anthony johnson jr.,DB,nonwhite,NFL,new_york_giants,2025,446
dj turner ii,DB,nonwhite,NFL,cincinnati_bengals,2025,447
za'darius smith,LB,nonwhite,NFL,philadelphia_eagles,2025,448
ahmani marshall,RB,nonwhite,NFL,cleveland_browns,2025,449
elijah hamilton,DB,nonwhite,NFL,green_bay_packers,2023,450
stone smartt,TE,nonwhite,NFL,new_york_jets,2025,451
kyler gordon,DB,nonwhite,NFL,chicago_bears,2025,452
jalin hyatt,WR,nonwhite,NFL,new_york_giants,2025,453
jason strowbridge,DL,nonwhite,NFL,miami_dolphins,2021,454
darryl williams,OL,nonwhite,NFL,jacksonville_jaguars,2024,455
jaycee horn,DB,nonwhite,NFL,carolina_panthers,2025,456
hayden howerton,OL,white,NFL,arizona_cardinals,2023,457
asim richards,OL,nonwhite,NFL,new_orleans_saints,2025,458
obi melifonwu,DB,nonwhite,NFL,philadelphia_eagles,2021,459
jordan perryman,DB,nonwhite,NFL,las_vegas_raiders,2023,460
shedrick jackson,WR,nonwhite,NFL,las_vegas_raiders,2025,461
jaylin lane,WR,nonwhite,NFL,washington_commanders,2025,462
jp richardson,WR,white,NFL,chicago_bears,2025,463
tyreek hill,WR,nonwhite,NFL,miami_dolphins,2025,464
da'mari scott,WR,nonwhite,NFL,new_york_giants,2020,465
ethan driskell,OL,white,NFL,kansas_city_chiefs,2025,466
josh wallace,DB,nonwhite,NFL,los_angeles_rams,2025,467
paris johnson,OL,nonwhite,NFL,arizona_cardinals,2023,468
demani richardson,DB,nonwhite,NFL,carolina_panthers,2025,469
isaiah spiller,RB,nonwhite,NFL,las_vegas_raiders,2024,470
jaylen key,DB,nonwhite,NFL,cincinnati_bengals,2025,471
nate landman,LB,white,NFL,los_angeles_rams,2025,472
jalen elliott,DB,nonwhite,NFL,pittsburgh_steelers,2024,473
keith washington,DB,nonwhite,NFL,new_orleans_saints,2020,474
nathan shepherd,DL,nonwhite,NFL,new_orleans_saints,2025,475
channing tindall,LB,nonwhite,NFL,arizona_cardinals,2025,476
jaylon moore,WR,nonwhite,NFL,jacksonville_jaguars,2023,477
bralen trice,LB,nonwhite,NFL,atlanta_falcons,2025,478
kevin pierre-louis,LB,nonwhite,NFL,houston_texans,2022,479
miles sanders,RB,nonwhite,NFL,dallas_cowboys,2025,480
d.j. davidson,DL,nonwhite,NFL,new_york_giants,2023,481
corey bojorquez,ST,nonwhite,NFL,cleveland_browns,2025,482
byron young,LB,nonwhite,NFL,los_angeles_rams,2025,483
chris godwin,WR,nonwhite,NFL,tampa_bay_buccaneers,2024,484
d.j. fluker,OL,nonwhite,NFL,las_vegas_raiders,2023,485
dennis kelly,OL,white,NFL,new_york_jets,2023,486
marvelle ross,WR,nonwhite,NFL,jacksonville_jaguars,2020,487
braeden daniels,OL,nonwhite,NFL,miami_dolphins,2025,488
michael jurgens,OL,white,NFL,minnesota_vikings,2025,489
devin leary,QB,white,NFL,baltimore_ravens,2025,490
greg mancz,OL,white,NFL,buffalo_bills,2023,491
luke grimm,WR,white,NFL,los_angeles_chargers,2025,492
irv smith,TE,nonwhite,NFL,houston_texans,2025,493
karsen barnhart,OL,white,NFL,green_bay_packers,2025,494
eric miller,OL,white,NFL,cincinnati_bengals,2024,495
elijah roberts,DL,nonwhite,NFL,tampa_bay_buccaneers,2025,496
evin ksiezarczyk,OL,white,NFL,buffalo_bills,2021,497
joey porter jr.,DB,nonwhite,NFL,pittsburgh_steelers,2025,498
rashee rice,WR,nonwhite,NFL,kansas_city_chiefs,2025,499
spencer rattler,QB,nonwhite,NFL,new_orleans_saints,2025,500
michael jerrell,OL,nonwhite,NFL,atlanta_falcons,2025,501
saquan hampton,DB,nonwhite,NFL,new_york_jets,2021,502
jonah elliss,LB,nonwhite,NFL,denver_broncos,2025,503
jeremy chinn,DB,nonwhite,NFL,las_vegas_raiders,2025,504
john metchie,WR,nonwhite,NFL,houston_texans,2022,505
jared bernhardt,WR,white,NFL,atlanta_falcons,2023,506
british brooks,RB,nonwhite,NFL,houston_texans,2025,507
abdul carter,LB,nonwhite,NFL,new_york_giants,2025,508
